text,label
Amount of ₹46225 debited from your A/c. Available balance: ₹46225.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://192.168.1.1/pay,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
Happy Birthday! Hope you have a great day.,0
"Dear customer, your UPI PIN needs reset. Click http://upi-verification.com",1
Your Amazon package will be delivered today by 10:00 PM.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
You have received a scratch card worth ₹24547. Scratch here: http://bit.ly/fake-upi,1
Can you call me back when you are free?,0
Claim your ₹29560 UPI cashback now at http://short.url/xyz,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://lottery-win.tk,1
Your flight PNR 761048 is confirmed. Web check-in at https://amazon.in/orders,0
"Get instant personal loan up to ₹500,000. Apply: http://bit.ly/fake-upi",1
Happy Birthday! Hope you have a great day.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
Your flight PNR 954823 is confirmed. Web check-in at https://www.indigo.in,0
Income Tax Refund of ₹14551 approved. Claim here: http://upi-verification.com,1
Your parcel is held at customs. Pay ₹99 fee to release: http://192.168.1.1/pay,1
Please find the attached document for the meeting.,0
"Get instant personal loan up to ₹500,000. Apply: http://short.url/xyz",1
Claim your ₹8814 UPI cashback now at http://update-kyc.ml,1
Income Tax Refund of ₹15653 approved. Claim here: http://update-kyc.ml,1
Urgent: Your KYC has expired. Update now at http://update-kyc.ml,1
You have received a scratch card worth ₹17178. Scratch here: http://cashback-offer.in@claim,1
Congratulations! You won a lottery of 16108. Click to claim: http://bit.ly/fake-upi,1
Amount of ₹12473 debited from your A/c. Available balance: ₹12473.,0
Urgent: Your KYC has expired. Update now at http://cashback-offer.in@claim,1
You have received a scratch card worth ₹22328. Scratch here: http://upi-verification.com,1
Please find the attached document for the meeting.,0
Claim your ₹16981 UPI cashback now at http://bit.ly/fake-upi,1
Please find the attached document for the meeting.,0
Amount of ₹46581 debited from your A/c. Available balance: ₹46581.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Congratulations! You won a lottery of 16305. Click to claim: http://short.url/xyz,1
Congratulations! You won a lottery of 20203. Click to claim: http://upi-verification.com,1
Happy Birthday! Hope you have a great day.,0
Amount of ₹18922 debited from your A/c. Available balance: ₹18922.,0
Your OTP for bank login is 331674. Do not share.,0
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Happy Birthday! Hope you have a great day.,0
Amount of ₹23583 debited from your A/c. Available balance: ₹23583.,0
Your flight PNR 902781 is confirmed. Web check-in at https://amazon.in/orders,0
You have received a scratch card worth ₹641. Scratch here: http://192.168.1.1/pay,1
Your OTP for bank login is 311720. Do not share.,0
Income Tax Refund of ₹28837 approved. Claim here: http://lottery-win.tk,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Your flight PNR 139331 is confirmed. Web check-in at https://netflix.com,0
Income Tax Refund of ₹49137 approved. Claim here: http://bit.ly/fake-upi,1
Your parcel is held at customs. Pay ₹99 fee to release: http://bit.ly/fake-upi,1
Your OTP for bank login is 438221. Do not share.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://192.168.1.1/pay,1
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
Your parcel is held at customs. Pay ₹99 fee to release: http://lottery-win.tk,1
Your parcel is held at customs. Pay ₹99 fee to release: http://update-kyc.ml,1
Congratulations! You won a lottery of 27268. Click to claim: http://bit.ly/fake-upi,1
Your Amazon package will be delivered today by 10:00 AM.,0
"Get instant personal loan up to ₹500,000. Apply: http://update-kyc.ml",1
Please find the attached document for the meeting.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://upi-verification.com,1
You have received a scratch card worth ₹49075. Scratch here: http://update-kyc.ml,1
Happy Birthday! Hope you have a great day.,0
Your Amazon package will be delivered today by 12:00 PM.,0
Your OTP for bank login is 551018. Do not share.,0
Your Amazon package will be delivered today by 2:15 AM.,0
You have received a scratch card worth ₹2870. Scratch here: http://update-kyc.ml,1
Congratulations! You won a lottery of 1285. Click to claim: http://update-kyc.ml,1
Congratulations! You won a lottery of 28243. Click to claim: http://short.url/xyz,1
Income Tax Refund of ₹5295 approved. Claim here: http://192.168.1.1/pay,1
Your OTP for bank login is 820883. Do not share.,0
Congratulations! You won a lottery of 16653. Click to claim: http://cashback-offer.in@claim,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Reminder: Team standup at 8:00 AM.,0
Your flight PNR 146508 is confirmed. Web check-in at https://www.indigo.in,0
Income Tax Refund of ₹26023 approved. Claim here: http://short.url/xyz,1
Urgent: Your KYC has expired. Update now at http://short.url/xyz,1
Your OTP for bank login is 862912. Do not share.,0
"Hey, are we still meeting for dinner at 9:45 PM?",0
Can you call me back when you are free?,0
Please find the attached document for the meeting.,0
"Dear customer, your UPI PIN needs reset. Click http://upi-verification.com",1
Your parcel is held at customs. Pay ₹99 fee to release: http://short.url/xyz,1
Your OTP for bank login is 124382. Do not share.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://short.url/xyz,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
Claim your ₹6871 UPI cashback now at http://update-kyc.ml,1
You have received a scratch card worth ₹35378. Scratch here: http://bit.ly/fake-upi,1
Claim your ₹46946 UPI cashback now at http://update-kyc.ml,1
Income Tax Refund of ₹45388 approved. Claim here: http://upi-verification.com,1
Happy Birthday! Hope you have a great day.,0
Can you call me back when you are free?,0
Your OTP for bank login is 620083. Do not share.,0
Please find the attached document for the meeting.,0
You have received a scratch card worth ₹30939. Scratch here: http://update-kyc.ml,1
"Dear customer, your UPI PIN needs reset. Click http://upi-verification.com",1
"Hey, are we still meeting for dinner at 7:15 AM?",0
Happy Birthday! Hope you have a great day.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://cashback-offer.in@claim,1
Congratulations! You won a lottery of 10186. Click to claim: http://192.168.1.1/pay,1
Can you call me back when you are free?,0
Your flight PNR 743785 is confirmed. Web check-in at https://netflix.com,0
Claim your ₹22857 UPI cashback now at http://192.168.1.1/pay,1
Can you call me back when you are free?,0
Amount of ₹38743 debited from your A/c. Available balance: ₹38743.,0
Please find the attached document for the meeting.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://cashback-offer.in@claim,1
Congratulations! You won a lottery of 11365. Click to claim: http://192.168.1.1/pay,1
Amount of ₹45808 debited from your A/c. Available balance: ₹45808.,0
"Get instant personal loan up to ₹500,000. Apply: http://update-kyc.ml",1
You have received a scratch card worth ₹33332. Scratch here: http://192.168.1.1/pay,1
Your Amazon package will be delivered today by 1:30 AM.,0
You have received a scratch card worth ₹37088. Scratch here: http://192.168.1.1/pay,1
Your flight PNR 824603 is confirmed. Web check-in at https://netflix.com,0
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
Urgent: Your KYC has expired. Update now at http://192.168.1.1/pay,1
Happy Birthday! Hope you have a great day.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://update-kyc.ml,1
Your parcel is held at customs. Pay ₹99 fee to release: http://short.url/xyz,1
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
Congratulations! You won a lottery of 27686. Click to claim: http://192.168.1.1/pay,1
Can you call me back when you are free?,0
Amount of ₹45749 debited from your A/c. Available balance: ₹45749.,0
Your flight PNR 182517 is confirmed. Web check-in at https://www.indigo.in,0
Your Amazon package will be delivered today by 6:15 PM.,0
Your OTP for bank login is 234430. Do not share.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://192.168.1.1/pay,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://cashback-offer.in@claim,1
Congratulations! You won a lottery of 44857. Click to claim: http://update-kyc.ml,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Congratulations! You won a lottery of 43878. Click to claim: http://short.url/xyz,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://192.168.1.1/pay,1
Your Amazon package will be delivered today by 12:15 PM.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://bit.ly/fake-upi,1
You have received a scratch card worth ₹30140. Scratch here: http://upi-verification.com,1
You have received a scratch card worth ₹28682. Scratch here: http://cashback-offer.in@claim,1
Happy Birthday! Hope you have a great day.,0
"Get instant personal loan up to ₹500,000. Apply: http://update-kyc.ml",1
Amount of ₹7435 debited from your A/c. Available balance: ₹7435.,0
Claim your ₹6543 UPI cashback now at http://update-kyc.ml,1
Your Amazon package will be delivered today by 3:15 PM.,0
Amount of ₹31124 debited from your A/c. Available balance: ₹31124.,0
Your flight PNR 561154 is confirmed. Web check-in at https://netflix.com,0
You have received a scratch card worth ₹29672. Scratch here: http://lottery-win.tk,1
Please find the attached document for the meeting.,0
Income Tax Refund of ₹16539 approved. Claim here: http://lottery-win.tk,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://upi-verification.com,1
Happy Birthday! Hope you have a great day.,0
"Hey, are we still meeting for dinner at 9:45 AM?",0
Your OTP for bank login is 428537. Do not share.,0
Your OTP for bank login is 399650. Do not share.,0
Your OTP for bank login is 212689. Do not share.,0
Congratulations! You won a lottery of 49500. Click to claim: http://bit.ly/fake-upi,1
Can you call me back when you are free?,0
Income Tax Refund of ₹8052 approved. Claim here: http://bit.ly/fake-upi,1
Please find the attached document for the meeting.,0
Your Amazon package will be delivered today by 3:15 PM.,0
Income Tax Refund of ₹24103 approved. Claim here: http://192.168.1.1/pay,1
"Get instant personal loan up to ₹500,000. Apply: http://lottery-win.tk",1
Your Amazon package will be delivered today by 1:45 PM.,0
Amount of ₹37740 debited from your A/c. Available balance: ₹37740.,0
"Dear customer, your UPI PIN needs reset. Click http://192.168.1.1/pay",1
You have received a scratch card worth ₹6313. Scratch here: http://bit.ly/fake-upi,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://bit.ly/fake-upi,1
Can you call me back when you are free?,0
Claim your ₹5514 UPI cashback now at http://192.168.1.1/pay,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Can you call me back when you are free?,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://192.168.1.1/pay,1
Income Tax Refund of ₹3216 approved. Claim here: http://cashback-offer.in@claim,1
Urgent: Your KYC has expired. Update now at http://cashback-offer.in@claim,1
Your OTP for bank login is 797134. Do not share.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://lottery-win.tk,1
Your Amazon package will be delivered today by 11:00 AM.,0
Urgent: Your KYC has expired. Update now at http://192.168.1.1/pay,1
Happy Birthday! Hope you have a great day.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
Can you call me back when you are free?,0
Your Amazon package will be delivered today by 11:15 AM.,0
Congratulations! You won a lottery of 49769. Click to claim: http://short.url/xyz,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Happy Birthday! Hope you have a great day.,0
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Reminder: Team standup at 9:30 AM.,0
"Hey, are we still meeting for dinner at 2:00 AM?",0
Your electricity bill is overdue. Pay here to avoid disconnection: http://upi-verification.com,1
"Get instant personal loan up to ₹500,000. Apply: http://short.url/xyz",1
Your parcel is held at customs. Pay ₹99 fee to release: http://lottery-win.tk,1
Please find the attached document for the meeting.,0
"Hey, are we still meeting for dinner at 11:15 PM?",0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Amount of ₹24009 debited from your A/c. Available balance: ₹24009.,0
Can you call me back when you are free?,0
"Get instant personal loan up to ₹500,000. Apply: http://update-kyc.ml",1
Your bank account will be blocked in 24 hrs. Verify PAN: http://short.url/xyz,1
Amount of ₹43579 debited from your A/c. Available balance: ₹43579.,0
Amount of ₹46774 debited from your A/c. Available balance: ₹46774.,0
Happy Birthday! Hope you have a great day.,0
"Get instant personal loan up to ₹500,000. Apply: http://upi-verification.com",1
Please find the attached document for the meeting.,0
Your Amazon package will be delivered today by 4:15 AM.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Amount of ₹10564 debited from your A/c. Available balance: ₹10564.,0
"Get instant personal loan up to ₹500,000. Apply: http://cashback-offer.in@claim",1
Your electricity bill is overdue. Pay here to avoid disconnection: http://bit.ly/fake-upi,1
Your parcel is held at customs. Pay ₹99 fee to release: http://cashback-offer.in@claim,1
Your flight PNR 780635 is confirmed. Web check-in at https://amazon.in/orders,0
Reminder: Team standup at 3:45 PM.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://bit.ly/fake-upi,1
Your OTP for bank login is 718614. Do not share.,0
Happy Birthday! Hope you have a great day.,0
Urgent: Your KYC has expired. Update now at http://192.168.1.1/pay,1
Please find the attached document for the meeting.,0
Income Tax Refund of ₹6340 approved. Claim here: http://upi-verification.com,1
"Hey, are we still meeting for dinner at 5:00 PM?",0
Can you call me back when you are free?,0
Reminder: Team standup at 3:00 AM.,0
"Get instant personal loan up to ₹500,000. Apply: http://bit.ly/fake-upi",1
Your bank account will be blocked in 24 hrs. Verify PAN: http://bit.ly/fake-upi,1
Urgent: Your KYC has expired. Update now at http://bit.ly/fake-upi,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://update-kyc.ml,1
Your OTP for bank login is 412600. Do not share.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://lottery-win.tk,1
Amount of ₹42062 debited from your A/c. Available balance: ₹42062.,0
Can you call me back when you are free?,0
Can you call me back when you are free?,0
Congratulations! You won a lottery of 17793. Click to claim: http://short.url/xyz,1
Urgent: Your KYC has expired. Update now at http://192.168.1.1/pay,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://short.url/xyz,1
Amount of ₹27638 debited from your A/c. Available balance: ₹27638.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://upi-verification.com,1
Income Tax Refund of ₹22944 approved. Claim here: http://bit.ly/fake-upi,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://bit.ly/fake-upi,1
Amount of ₹23433 debited from your A/c. Available balance: ₹23433.,0
Your OTP for bank login is 227492. Do not share.,0
Amount of ₹45202 debited from your A/c. Available balance: ₹45202.,0
Your flight PNR 116915 is confirmed. Web check-in at https://www.indigo.in,0
Claim your ₹38705 UPI cashback now at http://bit.ly/fake-upi,1
"Hey, are we still meeting for dinner at 7:45 PM?",0
Can you call me back when you are free?,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://lottery-win.tk,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
Your Amazon package will be delivered today by 5:30 AM.,0
Can you call me back when you are free?,0
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Your OTP for bank login is 563206. Do not share.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://lottery-win.tk,1
Happy Birthday! Hope you have a great day.,0
Your Amazon package will be delivered today by 10:30 PM.,0
Your flight PNR 584242 is confirmed. Web check-in at https://amazon.in/orders,0
Your OTP for bank login is 100584. Do not share.,0
"Get instant personal loan up to ₹500,000. Apply: http://short.url/xyz",1
Please find the attached document for the meeting.,0
Urgent: Your KYC has expired. Update now at http://cashback-offer.in@claim,1
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
Please find the attached document for the meeting.,0
Claim your ₹45039 UPI cashback now at http://upi-verification.com,1
Your flight PNR 808825 is confirmed. Web check-in at https://amazon.in/orders,0
Reminder: Team standup at 11:45 PM.,0
Can you call me back when you are free?,0
"Get instant personal loan up to ₹500,000. Apply: http://cashback-offer.in@claim",1
You have received a scratch card worth ₹15526. Scratch here: http://update-kyc.ml,1
Happy Birthday! Hope you have a great day.,0
Income Tax Refund of ₹32630 approved. Claim here: http://short.url/xyz,1
Reminder: Team standup at 11:45 PM.,0
Income Tax Refund of ₹26433 approved. Claim here: http://short.url/xyz,1
Can you call me back when you are free?,0
Your parcel is held at customs. Pay ₹99 fee to release: http://update-kyc.ml,1
Claim your ₹3575 UPI cashback now at http://lottery-win.tk,1
Congratulations! You won a lottery of 43442. Click to claim: http://cashback-offer.in@claim,1
Claim your ₹27569 UPI cashback now at http://short.url/xyz,1
Can you call me back when you are free?,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://short.url/xyz,1
Happy Birthday! Hope you have a great day.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://lottery-win.tk,1
"Hey, are we still meeting for dinner at 5:45 AM?",0
Happy Birthday! Hope you have a great day.,0
Your Amazon package will be delivered today by 10:30 AM.,0
"Get instant personal loan up to ₹500,000. Apply: http://update-kyc.ml",1
Claim your ₹32154 UPI cashback now at http://update-kyc.ml,1
Reminder: Team standup at 9:00 AM.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://cashback-offer.in@claim,1
Urgent: Your KYC has expired. Update now at http://cashback-offer.in@claim,1
Congratulations! You won a lottery of 47388. Click to claim: http://short.url/xyz,1
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Happy Birthday! Hope you have a great day.,0
"Get instant personal loan up to ₹500,000. Apply: http://lottery-win.tk",1
"Dear customer, your UPI PIN needs reset. Click http://upi-verification.com",1
Your flight PNR 426475 is confirmed. Web check-in at https://www.indigo.in,0
Your flight PNR 507262 is confirmed. Web check-in at https://www.indigo.in,0
Your flight PNR 663245 is confirmed. Web check-in at https://netflix.com,0
Urgent: Your KYC has expired. Update now at http://short.url/xyz,1
"Dear customer, your UPI PIN needs reset. Click http://bit.ly/fake-upi",1
Can you call me back when you are free?,0
Income Tax Refund of ₹31126 approved. Claim here: http://lottery-win.tk,1
"Hey, are we still meeting for dinner at 6:45 AM?",0
Can you call me back when you are free?,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://192.168.1.1/pay,1
Income Tax Refund of ₹19596 approved. Claim here: http://lottery-win.tk,1
"Hey, are we still meeting for dinner at 11:45 PM?",0
Urgent: Your KYC has expired. Update now at http://upi-verification.com,1
Your Amazon package will be delivered today by 8:45 AM.,0
You have received a scratch card worth ₹34515. Scratch here: http://192.168.1.1/pay,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://bit.ly/fake-upi,1
Urgent: Your KYC has expired. Update now at http://cashback-offer.in@claim,1
Can you call me back when you are free?,0
Claim your ₹13174 UPI cashback now at http://short.url/xyz,1
Reminder: Team standup at 10:15 PM.,0
Please find the attached document for the meeting.,0
Your OTP for bank login is 776232. Do not share.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Can you call me back when you are free?,0
Your parcel is held at customs. Pay ₹99 fee to release: http://cashback-offer.in@claim,1
Your Amazon package will be delivered today by 11:00 AM.,0
"Dear customer, your UPI PIN needs reset. Click http://bit.ly/fake-upi",1
Your flight PNR 787269 is confirmed. Web check-in at https://www.indigo.in,0
Your OTP for bank login is 321859. Do not share.,0
Your OTP for bank login is 699691. Do not share.,0
Urgent: Your KYC has expired. Update now at http://lottery-win.tk,1
Happy Birthday! Hope you have a great day.,0
Please find the attached document for the meeting.,0
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
Income Tax Refund of ₹12241 approved. Claim here: http://cashback-offer.in@claim,1
"Hey, are we still meeting for dinner at 5:15 PM?",0
Congratulations! You won a lottery of 35467. Click to claim: http://bit.ly/fake-upi,1
Your flight PNR 460689 is confirmed. Web check-in at https://netflix.com,0
"Hey, are we still meeting for dinner at 5:30 AM?",0
Please find the attached document for the meeting.,0
"Hey, are we still meeting for dinner at 5:45 PM?",0
Congratulations! You won a lottery of 12720. Click to claim: http://update-kyc.ml,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://192.168.1.1/pay,1
Please find the attached document for the meeting.,0
Your Amazon package will be delivered today by 1:15 AM.,0
Amount of ₹19958 debited from your A/c. Available balance: ₹19958.,0
Income Tax Refund of ₹2277 approved. Claim here: http://bit.ly/fake-upi,1
Happy Birthday! Hope you have a great day.,0
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
Income Tax Refund of ₹13443 approved. Claim here: http://upi-verification.com,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Claim your ₹46628 UPI cashback now at http://upi-verification.com,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://bit.ly/fake-upi,1
Your parcel is held at customs. Pay ₹99 fee to release: http://lottery-win.tk,1
Income Tax Refund of ₹31745 approved. Claim here: http://192.168.1.1/pay,1
"Dear customer, your UPI PIN needs reset. Click http://192.168.1.1/pay",1
Your OTP for bank login is 457578. Do not share.,0
Income Tax Refund of ₹34946 approved. Claim here: http://update-kyc.ml,1
You have received a scratch card worth ₹780. Scratch here: http://short.url/xyz,1
Please find the attached document for the meeting.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://192.168.1.1/pay,1
Reminder: Team standup at 5:00 AM.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Please find the attached document for the meeting.,0
Your OTP for bank login is 867475. Do not share.,0
Income Tax Refund of ₹43221 approved. Claim here: http://192.168.1.1/pay,1
Income Tax Refund of ₹27006 approved. Claim here: http://update-kyc.ml,1
Can you call me back when you are free?,0
Happy Birthday! Hope you have a great day.,0
Please find the attached document for the meeting.,0
You have received a scratch card worth ₹37643. Scratch here: http://upi-verification.com,1
Income Tax Refund of ₹24510 approved. Claim here: http://bit.ly/fake-upi,1
Your flight PNR 716960 is confirmed. Web check-in at https://www.indigo.in,0
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
Please find the attached document for the meeting.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Income Tax Refund of ₹39347 approved. Claim here: http://lottery-win.tk,1
"Get instant personal loan up to ₹500,000. Apply: http://upi-verification.com",1
Amount of ₹38300 debited from your A/c. Available balance: ₹38300.,0
Please find the attached document for the meeting.,0
Your flight PNR 332723 is confirmed. Web check-in at https://www.indigo.in,0
Congratulations! You won a lottery of 13802. Click to claim: http://update-kyc.ml,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://192.168.1.1/pay,1
Congratulations! You won a lottery of 43785. Click to claim: http://update-kyc.ml,1
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
Your OTP for bank login is 568573. Do not share.,0
Happy Birthday! Hope you have a great day.,0
Your Amazon package will be delivered today by 6:45 PM.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://bit.ly/fake-upi,1
Happy Birthday! Hope you have a great day.,0
Happy Birthday! Hope you have a great day.,0
Happy Birthday! Hope you have a great day.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://192.168.1.1/pay,1
"Hey, are we still meeting for dinner at 2:30 PM?",0
Monthly Netflix subscription of ₹499 renewed successfully.,0
"Hey, are we still meeting for dinner at 12:45 AM?",0
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Please find the attached document for the meeting.,0
"Dear customer, your UPI PIN needs reset. Click http://192.168.1.1/pay",1
Your OTP for bank login is 794114. Do not share.,0
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Reminder: Team standup at 8:15 PM.,0
Your OTP for bank login is 364956. Do not share.,0
Your flight PNR 347850 is confirmed. Web check-in at https://www.indigo.in,0
Please find the attached document for the meeting.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Urgent: Your KYC has expired. Update now at http://lottery-win.tk,1
Happy Birthday! Hope you have a great day.,0
Your OTP for bank login is 716050. Do not share.,0
"Dear customer, your UPI PIN needs reset. Click http://update-kyc.ml",1
Please find the attached document for the meeting.,0
"Dear customer, your UPI PIN needs reset. Click http://upi-verification.com",1
Happy Birthday! Hope you have a great day.,0
Please find the attached document for the meeting.,0
Can you call me back when you are free?,0
Amount of ₹15834 debited from your A/c. Available balance: ₹15834.,0
"Hey, are we still meeting for dinner at 6:30 PM?",0
Your flight PNR 374040 is confirmed. Web check-in at https://amazon.in/orders,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Income Tax Refund of ₹33774 approved. Claim here: http://short.url/xyz,1
Income Tax Refund of ₹48101 approved. Claim here: http://short.url/xyz,1
Reminder: Team standup at 3:45 AM.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
Your OTP for bank login is 629856. Do not share.,0
Urgent: Your KYC has expired. Update now at http://192.168.1.1/pay,1
Urgent: Your KYC has expired. Update now at http://lottery-win.tk,1
Your OTP for bank login is 562183. Do not share.,0
"Get instant personal loan up to ₹500,000. Apply: http://update-kyc.ml",1
Your flight PNR 709293 is confirmed. Web check-in at https://amazon.in/orders,0
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://upi-verification.com,1
Claim your ₹10233 UPI cashback now at http://short.url/xyz,1
"Hey, are we still meeting for dinner at 2:30 AM?",0
Income Tax Refund of ₹36096 approved. Claim here: http://upi-verification.com,1
Happy Birthday! Hope you have a great day.,0
"Hey, are we still meeting for dinner at 4:15 PM?",0
"Get instant personal loan up to ₹500,000. Apply: http://lottery-win.tk",1
Amount of ₹49236 debited from your A/c. Available balance: ₹49236.,0
Amount of ₹845 debited from your A/c. Available balance: ₹845.,0
Can you call me back when you are free?,0
Your Amazon package will be delivered today by 2:45 PM.,0
Reminder: Team standup at 6:45 AM.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://short.url/xyz,1
Your OTP for bank login is 806842. Do not share.,0
"Dear customer, your UPI PIN needs reset. Click http://update-kyc.ml",1
"Get instant personal loan up to ₹500,000. Apply: http://lottery-win.tk",1
Your Amazon package will be delivered today by 6:45 AM.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://short.url/xyz,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://192.168.1.1/pay,1
You have received a scratch card worth ₹28522. Scratch here: http://short.url/xyz,1
"Hey, are we still meeting for dinner at 1:45 PM?",0
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
Amount of ₹17932 debited from your A/c. Available balance: ₹17932.,0
"Dear customer, your UPI PIN needs reset. Click http://bit.ly/fake-upi",1
Your electricity bill is overdue. Pay here to avoid disconnection: http://lottery-win.tk,1
"Dear customer, your UPI PIN needs reset. Click http://update-kyc.ml",1
Can you call me back when you are free?,0
Happy Birthday! Hope you have a great day.,0
Your Amazon package will be delivered today by 2:30 PM.,0
Reminder: Team standup at 12:15 PM.,0
Your Amazon package will be delivered today by 10:00 AM.,0
Please find the attached document for the meeting.,0
Reminder: Team standup at 7:00 AM.,0
Can you call me back when you are free?,0
Income Tax Refund of ₹25381 approved. Claim here: http://update-kyc.ml,1
Your Amazon package will be delivered today by 2:00 PM.,0
Your OTP for bank login is 308796. Do not share.,0
Your Amazon package will be delivered today by 10:30 PM.,0
Reminder: Team standup at 9:45 AM.,0
Can you call me back when you are free?,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://bit.ly/fake-upi,1
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Amount of ₹18381 debited from your A/c. Available balance: ₹18381.,0
Your Amazon package will be delivered today by 2:00 AM.,0
You have received a scratch card worth ₹7832. Scratch here: http://update-kyc.ml,1
Your parcel is held at customs. Pay ₹99 fee to release: http://bit.ly/fake-upi,1
